ID,inventorynumber,artist,originaltitle,date,medium,accessionyear,provenance,permalink,permalinkimage,copyright
639.jpg,776,Arnold Böcklin (1827–1901),Der Krieg,c. 1897 (unfinished),Tempera on panel,1903,"Arnold Böcklin (*1827 Basel, +1901 San Domenico bei Fiesole) (Künstler/-in) /// 1901 – 1902, Nachlass Arnold Böcklin (Künstler/-in), Nachlass /// ab 1902, Gottfried Keller-Stiftung (Sammlung), Bundesamt für Kultur, Bern, Kauf /// ab 1903, Zürcher Kunstgesellschaft | Kunsthaus Zürich (Museum), Zürich, Leihgabe",https://collection.kunsthaus.ch/de/collection/item/639,https://collection.kunsthaus.ch/multimedia//multimedia-755210.extra-large.jpg,
671.jpg,777,Arnold Böcklin (1827–1901),Der Krieg. Farbskizze,1896,Tempera on panel,1903,"Arnold Böcklin (*1827 Basel, +1901 San Domenico bei Fiesole) (Künstler/-in) /// 1901 – 1902, Nachlass Arnold Böcklin, Nachlass /// ab 1902, Gottfried Keller-Stiftung (Sammlung), Bundesamt für Kultur, Bern, Kauf /// ab 1903, Zürcher Kunstgesellschaft | Kunsthaus Zürich (Museum), Zürich, Leihgabe",https://collection.kunsthaus.ch/de/collection/item/671,https://collection.kunsthaus.ch/multimedia/2/multimedia-835242.extra-large.jpg,
778.jpg,1286,Arnold Böcklin (1827–1901),Der Krieg. Skizze,c. 1897,Brush with China ink on white primed wood,1920,"Arnold Böcklin (*1827 Basel, +1901 San Domenico bei Fiesole) (Künstler/-in) /// 1901 – 1919, Carlo Böcklin (*1870 Basel, +1934 Basel) (Sammler/-in), Nachlass /// ab 1919, Gottfried Keller-Stiftung (Sammlung), Bern, Kauf /// ab 1920, Zürcher Kunstgesellschaft | Kunsthaus Zürich (Museum), Zürich, Leihgabe",https://collection.kunsthaus.ch/de/collection/item/778,https://collection.kunsthaus.ch/multimedia/7/multimedia-835227.extra-large.jpg,
1120.jpg,1151,Ferdinand Hodler (1853–1918),Bildnis Hélène Weiglé,1896,Oil on canvas,1918,NO PUBLIC PROVENANCE,https://collection.kunsthaus.ch/de/collection/item/1120,https://collection.kunsthaus.ch/multimedia/2/multimedia-782222.extra-large.jpg,
1158.jpg,1042,Ferdinand Hodler (1853–1918),Bezauberter Knabe,1893/1894,Oil on canvas,1914,"Ferdinand Hodler (*1853 Bern, +1918 Genf) (Künstler/-in) /// [Verbleib unbekannt?] /// 1899 – 1914, Oscar Miller (*1862, +1934 Bern), Biberist, Kauf /// ab 1914, Gottfried Keller-Stiftung (Sammlung), Bundesamt für Kultur, Bern, Kauf /// ab 1914, Zürcher Kunstgesellschaft | Kunsthaus Zürich (Museum), Zürich, Leihgabe",https://collection.kunsthaus.ch/de/collection/item/1158,https://collection.kunsthaus.ch/multimedia/7/multimedia-480247.extra-large.jpg,
1445.jpg,1284,Ferdinand Hodler (1853–1918),Der barmherzige Samariter,c. 1881,Oil on canvas,1920,"Ferdinand Hodler (*1853 Bern, +1918 Genf) (Künstler/-in) /// [Verbleib unbekannt?] /// spätestens ab 1911 – 1918, Karl Gustav Henneberg (*1847 Görlitz, +1918 Zürich) (Sammler/-in), Zürich /// [Verbleib unbekannt?] /// 20.10.1919, Galerie Henneberg (Auktion), Zürich, Lot 77 /// ab 1919, Gottfried Keller-Stiftung (Sammlung), Bundesamt für Kultur, Bern, Kauf /// ab 1920, Zürcher Kunstgesellschaft | Kunsthaus Zürich (Museum), Zürich, Leihgabe",https://collection.kunsthaus.ch/de/collection/item/1445,https://collection.kunsthaus.ch/multimedia/1/multimedia-525221.extra-large.jpg,
1471.jpg,884,Giovanni Segantini (1858–1899),Ragazza che fa la calza,1888,Oil on canvas,1909,"Giovanni Segantini (*1858 Arco, +1899 Schafberg (Pontresina)) (Künstler/-in) /// 1890 – 1898, A. Marozzi (Sammler/-in), Mailand /// [Verbleib unbekannt?] /// Galleria Grubicy (Galerie), Mailand /// [Verbleib unbekannt?] /// wohl, 1901, Kunsthandlung J. P. Schneider, Frankfurt a. M. /// o.D. – 1909, Galerie M. Goldschmidt & Co. (Kunsthandel), Frankfurt /// ab 1909, Gottfried Keller-Stiftung (Sammlung), Bundesamt für Kultur, Bern /// ab 1909, Zürcher Kunstgesellschaft | Kunsthaus Zürich (Museum), Zürich, Leihgabe",https://collection.kunsthaus.ch/de/collection/item/1471,https://collection.kunsthaus.ch/multimedia/7/multimedia-336187.extra-large.jpg,
1539.jpg,2327,Samuel Hofmann (c. 1595–1649),Bildnis Margaretha Müller-Hess,c. 1633–1640,Oil on canvas,1934,NO PUBLIC PROVENANCE,https://collection.kunsthaus.ch/de/collection/item/1539,https://collection.kunsthaus.ch/multimedia/7/multimedia-694227.extra-large.jpg,
1543.jpg,2163,Ferdinand Hodler (1853–1918),Der bewunderte Jüngling,"1903, revised around 1904/05",Oil and oil paint pencils on canvas,1930,"Ferdinand Hodler (*1853 Bern, +1918 Genf) (Künstler/-in) /// Carl von Reininghaus (*1857 Graz, +1929 Wien) (Sammler/-in), Wien /// ab 1930, Gottfried Keller-Stiftung (Sammlung), Bundesamt für Kultur, Bern, Kauf  mit einem Beitrag des Kunsthaus Zürich /// ab 1930, Zürcher Kunstgesellschaft | Kunsthaus Zürich (Museum), Zürich, Leihgabe",https://collection.kunsthaus.ch/de/collection/item/1543,https://collection.kunsthaus.ch/multimedia/3/multimedia-883243.extra-large.jpg,
1564.jpg,1965/0015,Ferdinand Hodler (1853–1918),Genfersee am Abend von Chexbres aus,1895,Oil on canvas,1965,"Ferdinand Hodler (*1853 Bern, +1918 Genf) (Künstler/-in) /// o.D. – 1964, Alfred Lauterburg, Bern /// ab 1964, Gottfried Keller-Stiftung (Sammlung), Bundesamt für Kultur, Bern, Kauf mit einem Beitrag der Jubiläumsstiftung der Schweizerischen Bankgesellschaft /// ab 1965, Zürcher Kunstgesellschaft | Kunsthaus Zürich (Museum), Zürich, Leihgabe",https://collection.kunsthaus.ch/de/collection/item/1564,https://collection.kunsthaus.ch/multimedia/3/multimedia-715233.extra-large.jpg,
1681.jpg,1043,Ferdinand Hodler (1853–1918),Anbetung,1894,Oil on canvas,1914,"Ferdinand Hodler (*1853 Bern, +1918 Genf) (Künstler/-in) /// 11.1897 – 1914, Oscar Miller (*1862, +1934 Bern), Biberist, Kauf /// ab 1914, Gottfried Keller-Stiftung (Sammlung), Bundesamt für Kultur, Bern /// ab 1914, Zürcher Kunstgesellschaft | Kunsthaus Zürich (Museum), Zürich, Leihgabe /// ab 1987, MASILugano (Museo d’arte della Svizzera italiana), Lugano, Leihgabe",https://collection.kunsthaus.ch/de/collection/item/1681,https://collection.kunsthaus.ch/multimedia/9/multimedia-899209.extra-large.jpg,
1699.jpg,1044,Ferdinand Hodler (1853–1918),Sitzender Knabe mit Zweigen,1893/1894,Oil on canvas,1914,"Ferdinand Hodler (*1853 Bern, +1918 Genf) (Künstler/-in) /// [Verbleib unbekannt?] /// spätestens ab 1904 – 1914, Oscar Miller (*1862, +1934 Bern) (Sammler/-in), Biberist /// ab 1914, Gottfried Keller-Stiftung (Sammlung), Bundesamt für Kultur, Bern, Kauf /// ab 1914, Zürcher Kunstgesellschaft | Kunsthaus Zürich (Museum), Zürich, Leihgabe",https://collection.kunsthaus.ch/de/collection/item/1699,https://collection.kunsthaus.ch/multimedia/3/multimedia-775243.extra-large.jpg,
1773.jpg,1045,Ferdinand Hodler (1853–1918),Anbetung,1893/1894,Oil on canvas,1914,"Ferdinand Hodler (*1853 Bern, +1918 Genf) (Künstler/-in) /// [Verbleib unbekannt?] /// nach 1897 – 1914, Oscar Miller (*1862, +1934 Bern) (Sammler/-in), Biberist /// Gottfried Keller-Stiftung (Sammlung), Bundesamt für Kultur, Bern, Kauf /// ab 1914, Zürcher Kunstgesellschaft | Kunsthaus Zürich (Museum), Zürich, Leihgabe",https://collection.kunsthaus.ch/de/collection/item/1773,https://collection.kunsthaus.ch/multimedia/8/multimedia-742208.extra-large.jpg,
1936.jpg,1982/0003,Augusto Giacometti (1877–1947),Dekorative Studie,c. 1897/1898,Tempera on paper,1982,NO PUBLIC PROVENANCE,https://collection.kunsthaus.ch/de/collection/item/1936,https://collection.kunsthaus.ch/multimedia/6/multimedia-671206.extra-large.jpg,
2146.jpg,1582,Heinrich Keller (1771–1832),Atalanta,c. 1796–1800,Marble,1924,"Heinrich Keller (*1771 Zürich, +1832 Rom) (Künstler/-in) /// 1832 – o.D., Familie Heinrich Keller, Nachlass /// Verbleib unbekannt /// o.D. – 1924, Emil Vogt (*1863 Luzern, +1936 Luzern) (Sammler/-in), Luzern /// ab 1924, Gottfried Keller-Stiftung (Sammlung), Bundesamt für Kultur, Bern /// ab 1924, Zürcher Kunstgesellschaft | Kunsthaus Zürich (Museum), Zürich, Leihgabe",https://collection.kunsthaus.ch/de/collection/item/2146,https://collection.kunsthaus.ch/multimedia/5/multimedia-1645.extra-large.jpg,
2203.jpg,604,Rudolf Koller (1828–1905),Erste Skizze zu «Die Gotthardpost»,1873,Oil on canvas,1896,"Rudolf Koller (*1828 Zürich, +1905 Zürich) (Künstler/-in) /// o.D. – 1887, Iwan von  Tschudi (*1816 Glarus, +1887 St. Gallen) /// 1887 – 1896, Alfonsine Tschudi-Forrer, St. Gallen, Nachlass /// ab 1896, Gottfried Keller-Stiftung (Sammlung), Bern, Kauf, GKS 174  /// ab 1896, Zürcher Kunstgesellschaft | Kunsthaus Zürich (Museum), Zürich, Leihgabe",https://collection.kunsthaus.ch/de/collection/item/2203,https://collection.kunsthaus.ch/multimedia//multimedia-1033210.extra-large.jpg,
2375.jpg,1954/0025.a,Meister aus dem Kreis der Manesse-Handschrift (*1320),"Kreuzigung 
",c. 1320,Tempera on panel,1954,"Meister aus dem Kreis der Manesse-Handschrift (*1320 in Zürich oder Konstanz) (Künstler/in) /// Verbleib unbekannt /// 1930, Anna Katharina Feuerstein (Sammler/in), Bezau bei Bregenz /// Julius Böhler (Kunsthandel), München /// 1940, Kunsthandel AG (Kunsthandel), Luzern /// Charles Albert de Burlet (*1882 Rotterdam, +1956 Basel) (Kunsthändler/in), Basel /// o.D. – 1954, H. Leemann-Geymüller (Sammler/in), Basel /// Gottfried Keller-Stiftung (Sammlung), Bundesamt für Kultur, Bern /// ab 1954, Zürcher Kunstgesellschaft | Kunsthaus Zürich (Museum), Zürich, Leihgabe",https://collection.kunsthaus.ch/de/collection/item/2375,https://collection.kunsthaus.ch/multimedia/4/multimedia-364244.extra-large.jpg,
2437.jpg,1953/0009,Albert Müller (1897–1926),Der Hügel,1924,Oil on canvas,1953,"Albert Müller (*1897 Basel, +1926 Obino) (Künstler/-in) /// ab 1952, Gottfried Keller-Stiftung (Sammlung), Bundesamt für Kultur, Bern, Kauf aus der Ausstellung in der Kunsthalle Bern /// ab 1953, Zürcher Kunstgesellschaft | Kunsthaus Zürich (Museum), Zürich, Leihgabe",https://collection.kunsthaus.ch/de/collection/item/2437,https://collection.kunsthaus.ch/multimedia/5/multimedia-356265.extra-large.jpg,
2565.jpg,2382,"Unbekannt [Schweiz] / attributed to Niklaus Manuel (c. 1484–1530), historic",Schlüsselübergabe an Petrus,c. 1516/1518,Oil and tempera on panel,1935,"wohl, Dominikanerkirche, Bern /// Verbleib unbekannt /// wohl, o.D. – 1871, Privatbesitz, Rolle /// wohl, 1871 – 1904, Arthur Auguste Brölemann (*1826, +1904), Lyon /// 1904 – 1920, Albertine Bontoux (*1831, +1920), Bursinel, Nachlass /// [Verbleib unbekannt?] /// Engelander (Kunsthandel), Den Haag /// [Verbleib unbekannt?] /// o.D. – 1935, Galerie Paul Cassirer & Co., Amsterdam /// Gottfried Keller-Stiftung (Sammlung), Bundesamt für Kultur, Bern, Kauf hälftig durch die Gottfried Keller-Stiftung und die Zürcher Kunstgesellschaft /// ab 1935, Zürcher Kunstgesellschaft | Kunsthaus Zürich (Museum), Zürich, Leihgabe",https://collection.kunsthaus.ch/de/collection/item/2565,https://collection.kunsthaus.ch/multimedia/7/multimedia-755207.extra-large.jpg,
2631.jpg,1952,Der jüngere Zürcher Nelkenmeister / Hans Leu (der Ältere) (c. 1460–before 1507) unsettled attribution,Der Höllensturz. Erzengel Michael im Kampf mit Luzifer,c. 1490,Tempera on canvas on pinewood,1929,"Der jüngere Zürcher Nelkenmeister (Künstler/-in) /// Hans Leu (der Ältere) (*1460 Baden, +1507 Zürich) (Künstler/-in) /// Verbleib unbekannt /// Polnisches Schloss /// Verbleib unbekannt /// o.D. – 1926, Wilhelm Glosse, Altona /// ab 1926, Gottfried Keller-Stiftung, Bundesamt für Kultur, Bern, Kauf /// 1926 – 1929, Schweizerisches Nationalmuseum, Landesmuseum Zürich (Museum), Zürich, Leihgabe /// ab 1929, Zürcher Kunstgesellschaft | Kunsthaus Zürich (Museum), Zürich, Leihgabe",https://collection.kunsthaus.ch/de/collection/item/2631,https://collection.kunsthaus.ch/multimedia/7/multimedia-365257.extra-large.jpg,
2684.jpg,1983/0022,Otto Meyer-Amden (1885–1933),Gärtnerbild,1911,Oil on paper,1983,"Otto Meyer-Amden (*1885 Bern, +1933 Zürich) (Künstler/-in) /// Hermann Reiff (*1856, +1938) (Sammler/-in), Kauf /// Hermann Huber (*1888 Wiedikon (Zürich), +1967 Hirzel) /// o.D. – 1983, Eveline Hofmann-Huber (Sammlung), Schönenberg /// ab 1983, Gottfried Keller-Stiftung (Sammlung), Bundesamt für Kultur, Bern, Kauf, mit einem Beitrag der Zürcher Kunstgesellschaft /// ab 1983, Zürcher Kunstgesellschaft | Kunsthaus Zürich (Museum), Zürich, Leihgabe",https://collection.kunsthaus.ch/de/collection/item/2684,https://collection.kunsthaus.ch/multimedia/6/multimedia-363206.extra-large.jpg,
2746.jpg,1968/0020,Giuseppe Antonio Petrini (1677–before 1759),"Der Heilige Lukas, die Madonna malend",c. 1740,Oil on canvas,1968,"Giuseppe Antonio Petrini (*1677 Carona (bei Lugano), +1759 Carona) (Künstler/-in) /// Verbleib unbekannt /// o.D. – 1968, Martino Silvestri, Turin /// ab 1968, Gottfried Keller-Stiftung (Sammlung), Bundesamt für Kultur, Bern, Kauf /// ab 1968, Zürcher Kunstgesellschaft | Kunsthaus Zürich (Museum), Zürich, Leihgabe",https://collection.kunsthaus.ch/de/collection/item/2746,https://collection.kunsthaus.ch/multimedia/9/multimedia-694239.extra-large.jpg,
2841.jpg,936,Francesco Napoletano (c. 1460–1501),Maria mit Kind,c. 1495/1500,Oil on panel,1911,NO PUBLIC PROVENANCE,https://collection.kunsthaus.ch/de/collection/item/2841,https://collection.kunsthaus.ch/multimedia/5/multimedia-630215.extra-large.jpg,
2946.jpg,596,Francesco Napoletano (c. 1460–1501),Thronende Madonna mit Johannes dem Täufer und Sebastian,c. 1490/1495,Oil on panel,1895,"Francesco Napoletano (*1460 Neapel, +1501 Venedig) (Künstler/-in) /// Verbleib unbekannt /// 1839, Raffaello Ongari /// Verbleib unbekannt /// spätestens ab 1872 – mindestens bis 1892, Giuseppina Cereda Rovelli (Sammler/-in) /// o.D. – 1895, Sammlung Bonomi-Cereda /// 1895, Gottfried Keller-Stiftung (Sammlung), Bundesamt für Kultur, Bern, Kauf /// ab 1895, Zürcher Kunstgesellschaft | Kunsthaus Zürich (Museum), Zürich, Leihgabe",https://collection.kunsthaus.ch/de/collection/item/2946,https://collection.kunsthaus.ch/multimedia/1/multimedia-526211.extra-large.jpg,
2991.jpg,1602,Barthélemy Menn (1815–1893),Waadtländer Mädchen mit Schlüsselblumen,c. 1845,Oil on canvas,1925,NO PUBLIC PROVENANCE,https://collection.kunsthaus.ch/de/collection/item/2991,https://collection.kunsthaus.ch/multimedia/2/multimedia-480232.extra-large.jpg,
3031.jpg,1965/0041,Félix Vallotton (1865–1925),Bain au soir d'été,1892–1893,Oil on canvas,1965,"Félix Vallotton (*1865 Lausanne, +1925 Neuilly-sur-Seine, Paris) (Künstler/-in) /// 1895 – 1902, Lucien Muhlfeld (*1870 Paris, +1902 Paris) (Sammler/-in), Paris /// 1902 – 1939, Ambroise Vollard (*1865 Saint-Denis (Réunion), +1939 Versailles) (Sammler/-in), Paris /// 1939 – 1965, Edmond und Madeleine de Galéa (Sammler/-in), Paris /// ab 1965, Gottfried Keller-Stiftung (Sammlung), Bundesamt für Kultur, Bern, Kauf aus der Ausstellung im Kunsthaus Zürich, zu 2/3 finanziert durch den Migros-Genossenschaftsbund /// ab 1965, Zürcher Kunstgesellschaft | Kunsthaus Zürich (Museum), Zürich, Leihgabe",https://collection.kunsthaus.ch/de/collection/item/3031,https://collection.kunsthaus.ch/multimedia/5/multimedia-363195.extra-large.jpg,
3047.jpg,1285,Karl Stauffer-Bern (1857–1891),Bildnis Gottfried Keller,1886,Oil on canvas,1920,"Karl Stauffer-Bern (*1857 Trubschachen, +1891 Florenz) (Künstler/-in) /// Lydia und Emil Welti-Escher (Auftraggeber/-in) /// o.D. – 1919, Emil Welti (*1857 Aarau, +1940 Kehrsatz) (Sammler/-in) /// ab 1919, Gottfried Keller-Stiftung (Sammlung), Bundesamt für Kultur, Bern, Geschenk /// ab 1920, Zürcher Kunstgesellschaft | Kunsthaus Zürich (Museum), Zürich, Leihgabe",https://collection.kunsthaus.ch/de/collection/item/3047,https://collection.kunsthaus.ch/multimedia/4/multimedia-363214.extra-large.jpg,
3058.jpg,999,Albert Welti (1862–1912),Das Haus der Träume,1897,"Tempera on cardboard, mounted on canvas",1912,"Albert Welti (*1862 Zürich, +1912 Bern) (Künstler/-in) /// Franz Rose von Doehlau (*1854, +1912) (Sammler/-in), Kauf /// ab 1912, Gottfried Keller-Stiftung (Sammlung), Bundesamt für Kultur, Bern, Kauf von dessen Erben /// ab 1912, Zürcher Kunstgesellschaft | Kunsthaus Zürich (Museum), Zürich, Leihgabe",https://collection.kunsthaus.ch/de/collection/item/3058,https://collection.kunsthaus.ch/multimedia/9/multimedia-363209.extra-large.jpg,
3084.jpg,1951/0007,Caspar Wolf (1735–1783),Felshöhle mit Wasserfall,1776,Oil on canvas,1951,"Caspar Wolf (*1735 Muri AG, +1783 Heidelberg) (Künstler/-in) /// Abraham Wagner (*1734 Bern, +1782) (Auftraggeber/-in) /// 1782 – 1785, Gabriel Emanuel von  Hay von Hüningen (*1741, +1837) (Sammler/-in), Erbe, Oberst der Schweizer Garde in Holländischen Diensten /// 1785 – o.D., Rudolph Samuel Henzi (*1732, +1803) (Sammler/-in) /// [Verbleib unbekannt?] /// ab Ende 18. Jh., durch Graf Jacob Hendrik van Rechteren van Appeltern (*1787 Appeltern , +1845 Zwolle) oder seinen Schwager Johan Steengracht van Oostkapelle (*1782 Middelburg, +1846 Paris) (Sammler/-in), nach Schloss Keukenhof bei Lisse /// Jan Carel Elias  Graaf van Lynden  (*1912, +2003) (Sammler/-in), Keukenhof, Erbe bis zum letzten Eigentümer von Keukenhof /// o.D. – 1947, Galerie Willi Raeber (Sammler/-in), Basel /// ab 1947, Gottfried Keller-Stiftung (Sammlung), Bundesamt für Kultur, Bern, Kauf /// ab 1951, Zürcher Kunstgesellschaft | Kunsthaus Zürich (Museum), Zürich, Leihgabe",https://collection.kunsthaus.ch/de/collection/item/3084,https://collection.kunsthaus.ch/multimedia/6/multimedia-694236.extra-large.jpg,
3159.jpg,571,Karl Stauffer-Bern (1857–1891),Bildnis Lydia Welti-Escher im roten Kleid,1886,Oil on canvas,1892,"Karl Stauffer-Bern (*1857 Trubschachen, +1891 Florenz) (Künstler/-in) /// o.D. – 1891, Lydia Welti-Escher (*1858 Zürich, +1891 Champel) /// 1891 – 1892, Nachlass Karl Stauffer-Bern, Nachlass /// ab 1892, Gottfried Keller-Stiftung (Sammlung), Bundesamt für Kultur, Bern, Kauf /// ab 1892, Zürcher Kunstgesellschaft | Kunsthaus Zürich (Museum), Zürich, Leihgabe",https://collection.kunsthaus.ch/de/collection/item/3159,https://collection.kunsthaus.ch/multimedia/3/multimedia-1033213.extra-large.jpg,
3175.jpg,989,Albert Welti (1862–1912),Walpurgisnacht,1896/1897,Tempera on panel,1912,"Albert Welti (*1862 Zürich, +1912 Bern) (Künstler/-in), Zürich /// Franz Rose von Doehlau (*1854, +1912) (Sammler/-in) /// Carl von Rose (*1863 Döhlau, +1945 Zoppot), Nachlass /// Botho von Rose, Nachlass /// o.D. – 1954, Ursula Rose von Döhlau (Sammler:in), München, Nachlass /// 1912 – 1954, Zürcher Kunstgesellschaft | Kunsthaus Zürich (Museum), Zürich, Leihgabe /// ab 1954, Gottfried Keller-Stiftung (Sammlung), Bundesamt für Kultur, Bern, Kauf /// ab 1954, Zürcher Kunstgesellschaft | Kunsthaus Zürich (Museum), Zürich, Leihgabe",https://collection.kunsthaus.ch/de/collection/item/3175,https://collection.kunsthaus.ch/multimedia/6/multimedia-363226.extra-large.jpg,
3360.jpg,2538,Karl Stauffer-Bern (1857–1891),Bildnis Lydia Welti-Escher,1886,Oil on canvas,1941,"Karl Stauffer-Bern (*1857 Trubschachen, +1891 Florenz) (Künstler/-in) /// 1886 – 1891, Lydia Welti-Escher (*1858 Zürich, +1891 Champel) (Sammler/-in), Zürich, Belvoir, später Genf, Villa Ashburn /// 1891 – 1940, Emil Welti (*1857 Aarau, +1940 Kehrsatz) (Sammler/-in), Bern, unbekannt /// ab 1940, Gottfried Keller-Stiftung (Sammlung), Bundesamt für Kultur, Bern, Vermächtnis /// ab 1941, Zürcher Kunstgesellschaft | Kunsthaus Zürich (Museum), Zürich, Leihgabe",https://collection.kunsthaus.ch/de/collection/item/3360,https://collection.kunsthaus.ch/multimedia/7/multimedia-363237.extra-large.jpg,
3524.jpg,1451,Albert Welti (1862–1912),Ehestandsfries,1902/1904,Tempera on cardboard,1922,NO PUBLIC PROVENANCE,https://collection.kunsthaus.ch/de/collection/item/3524,https://collection.kunsthaus.ch/multimedia/5/multimedia-687205.extra-large.jpg,
3528.jpg,1203,Albert Welti (1862–1912),Die Königstöchter,1900,Tempera on panel,1955,"Albert Welti (*1862 Zürich, +1912 Bern) (Künstler/-in) /// 1900 – mindestens bis 1919, Frau Dürr-Ritter (Auftraggeber/-in), Zürich /// [Verbleib unbekannt?] /// o.D. – 1929, Galerie Neupert (Galerie), Zürich /// 1929 – 1939, D. A. J. Kessler (*1855, +1939) (Sammler/-in), Den Haag /// [Verbleib unbekannt?] /// o.D. – 1955, Rijksmuseum (Museum), Amsterdam, Vermächtnis, Inv.-Nr. A3360, Cat. no. 2625E /// ab 1955, Gottfried Keller-Stiftung (Sammlung), Bundesamt für Kultur, Bern, Kauf /// ab 1955, Zürcher Kunstgesellschaft | Kunsthaus Zürich (Museum), Zürich, Leihgabe",https://collection.kunsthaus.ch/de/collection/item/3528,https://collection.kunsthaus.ch/multimedia/4/multimedia-664214.extra-large.jpg,
